Origin_airport,Destination_airport,Origin_city,Destination_city,Distance,Origin_population,Destination_population
MGM,DFW,"Montgomery, AL","Dallas, TX",622,314972,8314270
GSO,DFW,"Greensboro, NC","Dallas, TX",999,554592,8314270
CVG,DFW,"Cincinnati, OH","Dallas, TX",812,1888933,8314270
ESF,FTW,"Alexandria, LA","Dallas, TX",313,147901,8314270
ESF,DFW,"Alexandria, LA","Dallas, TX",297,147901,8314270
FSM,DFW,"Fort Smith, AR","Dallas, TX",227,239169,8314270
SAT,DAL,"San Antonio, TX","Dallas, TX",248,1462319,8314270
MSP,DFW,"Minneapolis, MN","Dallas, TX",852,2616238,8314270
SAT,DFW,"San Antonio, TX","Dallas, TX",247,1462319,8314270
MSY,DFW,"New Orleans, LA","Dallas, TX",448,1277629,8314270
MSY,DAL,"New Orleans, LA","Dallas, TX",437,1277629,8314270
SGF,DFW,"Springfield, MO","Dallas, TX",364,311357,8314270
TLH,DFW,"Tallahassee, FL","Dallas, TX",767,270767,8314270
IND,DFW,"Indianapolis, IN","Dallas, TX",762,1337172,8314270
FAY,DFW,"Fayetteville, NC","Dallas, TX",1052,300929,8314270
FYV,DFW,"Fayetteville, AR","Dallas, TX",270,257079,8314270
LAX,DFW,"Los Angeles, CA","Dallas, TX",1235,23010408,8314270
BTR,DFW,"Baton Rouge, LA","Dallas, TX",383,641721,8314270
ABQ,DAL,"Albuquerque, NM","Dallas, TX",580,626380,8314270
SHV,DFW,"Shreveport, LA","Dallas, TX",190,357812,8314270
DCA,DFW,"Washington, DC","Dallas, TX",1192,8474182,8314270
IDA,DFW,"Idaho Falls, ID","Dallas, TX",1095,94634,8314270
ABQ,DFW,"Albuquerque, NM","Dallas, TX",569,626380,8314270
SJT,DFW,"San Angelo, TX","Dallas, TX",228,100728,8314270
IAD,DFW,"Washington, DC","Dallas, TX",1172,8474182,8314270
LIT,DFW,"Little Rock, AR","Dallas, TX",304,547187,8314270
LIT,DAL,"Little Rock, AR","Dallas, TX",296,547187,8314270
MCI,DFW,"Kansas City, MO","Dallas, TX",460,1673956,8314270
MCI,DAL,"Kansas City, MO","Dallas, TX",460,1673956,8314270
DCA,FTW,"Washington, DC","Dallas, TX",1211,8474182,8314270
BFL,DFW,"Bakersfield, CA","Dallas, TX",1271,586745,8314270
MEM,DFW,"Memphis, TN","Dallas, TX",432,1090672,8314270
OAK,DFW,"Oakland, CA","Dallas, TX",1456,3789301,8314270
MCO,DFW,"Orlando, FL","Dallas, TX",984,1303224,8314270
PHX,DFW,"Phoenix, AZ","Dallas, TX",868,2366971,8314270
ILE,DFW,"Killeen, TX","Dallas, TX",130,268573,8314270
JAC,DFW,"Jackson, WY","Dallas, TX",1046,16097,8314270
MAF,DAL,"Midland, TX","Dallas, TX",319,110643,8314270
MAF,DFW,"Midland, TX","Dallas, TX",309,110643,8314270
JAN,DFW,"Jackson, MS","Dallas, TX",408,455271,8314270
LBB,DFW,"Lubbock, TX","Dallas, TX",282,231341,8314270
LBB,DAL,"Lubbock, TX","Dallas, TX",293,231341,8314270
PHX,DAL,"Phoenix, AZ","Dallas, TX",879,2366971,8314270
HNL,DFW,"Honolulu, HI","Dallas, TX",3784,857884,8314270
BDL,DFW,"Hartford, CT","Dallas, TX",1471,1118409,8314270
GGG,DFW,"Longview, TX","Dallas, TX",140,184096,8314270
SEA,DFW,"Seattle, WA","Dallas, TX",1660,5347562,8314270
RDU,DFW,"Raleigh, NC","Dallas, TX",1062,582329,8314270
ICT,DFW,"Wichita, KS","Dallas, TX",328,530927,8314270
AMA,DAL,"Amarillo, TX","Dallas, TX",324,199754,8314270
AMA,DFW,"Amarillo, TX","Dallas, TX",313,199754,8314270
CMH,DFW,"Columbus, OH","Dallas, TX",927,1450699,8314270
BIL,DFW,"Billings, MT","Dallas, TX",1080,126284,8314270
BPT,DFW,"Beaumont, TX","Dallas, TX",270,369075,8314270
SEA,DFW,"Seattle, WA","Dallas, TX",1660,5432136,8450926
AMA,DFW,"Amarillo, TX","Dallas, TX",313,202960,8450926
AMA,DAL,"Amarillo, TX","Dallas, TX",324,202960,8450926
CMH,DFW,"Columbus, OH","Dallas, TX",927,1469313,8450926
BPT,DFW,"Beaumont, TX","Dallas, TX",270,372811,8450926
ICT,DFW,"Wichita, KS","Dallas, TX",328,538101,8450926
RDU,DFW,"Raleigh, NC","Dallas, TX",1062,603263,8450926
PHX,DFW,"Phoenix, AZ","Dallas, TX",868,2444670,8450926
MEM,DFW,"Memphis, TN","Dallas, TX",432,1101200,8450926
MCO,DFW,"Orlando, FL","Dallas, TX",984,1334092,8450926
ILE,DFW,"Killeen, TX","Dallas, TX",130,283360,8450926
OAK,DFW,"Oakland, CA","Dallas, TX",1456,3817791,8450926
MAF,DFW,"Midland, TX","Dallas, TX",309,111814,8450926
MAF,DAL,"Midland, TX","Dallas, TX",319,111814,8450926
JAC,DFW,"Jackson, WY","Dallas, TX",1046,16908,8450926
PHX,DAL,"Phoenix, AZ","Dallas, TX",879,2444670,8450926
LBB,DAL,"Lubbock, TX","Dallas, TX",293,233966,8450926
LBB,DFW,"Lubbock, TX","Dallas, TX",282,233966,8450926
JAN,DFW,"Jackson, MS","Dallas, TX",408,459078,8450926
BDL,DAL,"Hartford, CT","Dallas, TX",1463,1115908,8450926
BDL,DFW,"Hartford, CT","Dallas, TX",1471,1115908,8450926
GGG,DFW,"Longview, TX","Dallas, TX",140,185478,8450926
HNL,DFW,"Honolulu, HI","Dallas, TX",3784,862867,8450926
GGG,DAL,"Longview, TX","Dallas, TX",129,185478,8450926
ELP,DFW,"El Paso, TX","Dallas, TX",551,642744,8450926
DTW,DFW,"Detroit, MI","Dallas, TX",987,8711888,8450926
ELP,DAL,"El Paso, TX","Dallas, TX",562,642744,8450926
IAH,DAL,"Houston, TX","Dallas, TX",217,4058868,8450926
IAH,DFW,"Houston, TX","Dallas, TX",224,4058868,8450926
HOU,DFW,"Houston, TX","Dallas, TX",247,4058868,8450926
HOU,DAL,"Houston, TX","Dallas, TX",239,4058868,8450926
ABI,DFW,"Abilene, TX","Dallas, TX",158,150958,8450926
ATL,DFW,"Atlanta, GA","Dallas, TX",732,3339551,8450926
ORD,DFW,"Chicago, IL","Dallas, TX",802,16876600,8450926
MDW,DAL,"Chicago, IL","Dallas, TX",793,16876600,8450926
ATL,DAL,"Atlanta, GA","Dallas, TX",721,3339551,8450926
AGS,DFW,"Augusta, GA","Dallas, TX",874,464172,8450926
JFK,DFW,"New York, NY","Dallas, TX",1391,34026518,8450926
PWM,DFW,"Portland, ME","Dallas, TX",1622,445886,8450926
LGA,DFW,"New York, NY","Dallas, TX",1389,34026518,8450926
PDX,DFW,"Portland, OR","Dallas, TX",1616,1653097,8450926
LGA,DAL,"New York, NY","Dallas, TX",1381,34026518,8450926
SJC,DFW,"San Jose, CA","Dallas, TX",1438,1578908,8450926
RIC,DFW,"Richmond, VA","Dallas, TX",1158,992418,8450926
SAV,DFW,"Savannah, GA","Dallas, TX",925,271335,8450926
CLT,DFW,"Charlotte, NC","Dallas, TX",937,1086132,8450926
BWI,DFW,"Baltimore, MD","Dallas, TX",1217,2440119,8450926
CLE,DFW,"Cleveland, OH","Dallas, TX",1021,2128322,8450926
LAS,DFW,"Las Vegas, NV","Dallas, TX",1055,877917,8450926
TYS,DFW,"Knoxville, TN","Dallas, TX",772,565712,8450926
LFT,DFW,"Lafayette, LA","Dallas, TX",351,218771,8450926
TUS,DFW,"Tucson, AZ","Dallas, TX",813,711392,8450926
DAY,DFW,"Dayton, OH","Dallas, TX",861,860045,8450926
DAL,DFW,"Dallas, TX","Dallas, TX",12,8450926,8450926
EWR,DFW,"Newark, NJ","Dallas, TX",1372,17013259,8450926
FTW,DFW,"Dallas, TX","Dallas, TX",19,8450926,8450926
MOB,DFW,"Mobile, AL","Dallas, TX",540,393816,8450926
LRD,DFW,"Laredo, TX","Dallas, TX",396,155747,8450926
CPR,DFW,"Casper, WY","Dallas, TX",860,62838,8450926
LAW,DFW,"Lawton, OK","Dallas, TX",140,118023,8450926
MLU,DFW,"Monroe, LA","Dallas, TX",293,166800,8450926
FAT,DFW,"Fresno, CA","Dallas, TX",1313,717746,8450926
TPA,DFW,"Tampa, FL","Dallas, TX",929,2132804,8450926
RNO,DFW,"Reno, NV","Dallas, TX",1345,276956,8450926
AUS,DFW,"Austin, TX","Dallas, TX",183,931671,8450926
AUS,DAL,"Austin, TX","Dallas, TX",183,931671,8450926
OMA,DFW,"Omaha, NE","Dallas, TX",583,703536,8450926
TYR,DFW,"Tyler, TX","Dallas, TX",103,157297,8450926
BOS,DFW,"Boston, MA","Dallas, TX",1562,8260582,8450926
ACT,DFW,"Waco, TX","Dallas, TX",89,193719,8450926
YUM,DFW,"Yuma, AZ","Dallas, TX",1022,118954,8450926
BOS,DAL,"Boston, MA","Dallas, TX",1554,8260582,8450926
CAK,DFW,"Akron, OH","Dallas, TX",1023,672864,8450926
BGR,DFW,"Bangor, ME","Dallas, TX",1717,146980,8450926
MIA,DFW,"Miami, FL","Dallas, TX",1121,8572430,8450926
EKO,DFW,"Elko, NV","Dallas, TX",1170,40259,8450926
TUL,DFW,"Tulsa, OK","Dallas, TX",237,790683,8450926
TUL,DAL,"Tulsa, OK","Dallas, TX",237,790683,8450926
IAD,DFW,"Washington, DC","Dallas, TX",1172,8575206,8450926
SHV,DFW,"Shreveport, LA","Dallas, TX",190,359338,8450926
MCI,DFW,"Kansas City, MO","Dallas, TX",460,1694575,8450926
BFL,DFW,"Bakersfield, CA","Dallas, TX",1271,597880,8450926
SJT,DFW,"San Angelo, TX","Dallas, TX",228,101296,8450926
LAX,DFW,"Los Angeles, CA","Dallas, TX",1235,23154972,8450926
MCI,DAL,"Kansas City, MO","Dallas, TX",460,1694575,8450926
ABQ,DAL,"Albuquerque, NM","Dallas, TX",580,640288,8450926
LIT,DFW,"Little Rock, AR","Dallas, TX",304,554606,8450926
BTR,DFW,"Baton Rouge, LA","Dallas, TX",383,649375,8450926
LIT,DAL,"Little Rock, AR","Dallas, TX",296,554606,8450926
DCA,DFW,"Washington, DC","Dallas, TX",1192,8575206,8450926
IDA,DFW,"Idaho Falls, ID","Dallas, TX",1095,96243,8450926
ABQ,DFW,"Albuquerque, NM","Dallas, TX",569,640288,8450926
SJT,FTW,"San Angelo, TX","Dallas, TX",209,101296,8450926
SHV,DAL,"Shreveport, LA","Dallas, TX",178,359338,8450926
TWF,DFW,"Twin Falls, ID","Dallas, TX",1159,73110,8450926
MSY,DFW,"New Orleans, LA","Dallas, TX",448,1282011,8450926
MSP,DFW,"Minneapolis, MN","Dallas, TX",852,2654810,8450926
MSY,DAL,"New Orleans, LA","Dallas, TX",437,1282011,8450926
SAT,DFW,"San Antonio, TX","Dallas, TX",247,1494302,8450926
SAT,DAL,"San Antonio, TX","Dallas, TX",248,1494302,8450926
SGF,DFW,"Springfield, MO","Dallas, TX",364,318718,8450926
LAX,DAL,"Los Angeles, CA","Dallas, TX",1246,23154972,8450926
FYV,DFW,"Fayetteville, AR","Dallas, TX",270,267800,8450926
IND,DFW,"Indianapolis, IN","Dallas, TX",762,1355755,8450926
FAY,DFW,"Fayetteville, NC","Dallas, TX",1052,308589,8450926
FYV,DAL,"Fayetteville, AR","Dallas, TX",266,267800,8450926
PBI,DFW,"West Palm Beach, FL","Dallas, TX",1103,4286215,8450926
CLL,DFW,"College Station, TX","Dallas, TX",164,159082,8450926
FLL,DFW,"Fort Lauderdale, FL","Dallas, TX",1119,4286215,8450926
COS,DFW,"Colorado Springs, CO","Dallas, TX",592,449121,8450926
OKC,DAL,"Oklahoma City, OK","Dallas, TX",181,1006334,8450926
SFO,DFW,"San Francisco, CA","Dallas, TX",1464,7635582,8450926
OKC,DFW,"Oklahoma City, OK","Dallas, TX",175,1006334,8450926
LCH,DFW,"Lake Charles, LA","Dallas, TX",295,180872,8450926
PHL,DFW,"Philadelphia, PA","Dallas, TX",1302,10961072,8450926
SPS,DFW,"Wichita Falls, TX","Dallas, TX",113,139671,8450926
SPS,DAL,"Wichita Falls, TX","Dallas, TX",123,139671,8450926
SBA,DFW,"Santa Barbara, CA","Dallas, TX",1315,378009,8450926
SLC,DFW,"Salt Lake City, UT","Dallas, TX",988,833385,8450926
JAX,DFW,"Jacksonville, FL","Dallas, TX",919,978930,8450926
CRP,DFW,"Corpus Christi, TX","Dallas, TX",354,387672,8450926
CRP,DAL,"Corpus Christi, TX","Dallas, TX",352,387672,8450926
MDT,DFW,"Harrisburg, PA","Dallas, TX",1232,489032,8450926
FSM,DFW,"Fort Smith, AR","Dallas, TX",227,243068,8450926
GSP,DFW,"Greenville, SC","Dallas, TX",862,488860,8450926
PIT,DFW,"Pittsburgh, PA","Dallas, TX",1068,2478989,8450926
GSO,DFW,"Greensboro, NC","Dallas, TX",999,561098,8450926
HSV,DFW,"Huntsville, AL","Dallas, TX",603,322373,8450926
DSM,DFW,"Des Moines, IA","Dallas, TX",624,436844,8450926
ESF,DFW,"Alexandria, LA","Dallas, TX",297,142632,8450926
ESF,DAL,"Alexandria, LA","Dallas, TX",285,142632,8450926
BHM,DFW,"Birmingham, AL","Dallas, TX",597,990167,8450926
CVG,DFW,"Cincinnati, OH","Dallas, TX",812,1909662,8450926
GLH,DFW,"Greenville, MS","Dallas, TX",353,66529,8450926
FSM,DAL,"Fort Smith, AR","Dallas, TX",223,243068,8450926
SMF,DFW,"Sacramento, CA","Dallas, TX",1431,1598111,8450926
SAN,DFW,"San Diego, CA","Dallas, TX",1171,2609266,8450926
MKE,DFW,"Milwaukee, WI","Dallas, TX",853,1457438,8450926
PNS,DFW,"Pensacola, FL","Dallas, TX",604,363513,8450926
BNA,DFW,"Nashville, TN","Dallas, TX",631,1109755,8450926
STL,DAL,"St. Louis, MO","Dallas, TX",546,2616153,8450926
STL,DFW,"St. Louis, MO","Dallas, TX",551,2616153,8450926
SNA,DFW,"Santa Ana, CA","Dallas, TX",1205,11577486,8450926
STL,DFW,"St. Louis, MO","Dallas, TX",550,2616153,8450926
LEX,DFW,"Lexington, KY","Dallas, TX",785,364279,8450926
BNA,DFW,"Nashville, TN","Dallas, TX",631,1135689,8613622
SAN,DFW,"San Diego, CA","Dallas, TX",1171,2626939,8613622
MKE,DFW,"Milwaukee, WI","Dallas, TX",853,1459322,8613622
SNA,DFW,"Santa Ana, CA","Dallas, TX",1205,11589500,8613622
PNS,DFW,"Pensacola, FL","Dallas, TX",604,370616,8613622
STL,DAL,"St. Louis, MO","Dallas, TX",546,2624554,8613622
STL,DFW,"St. Louis, MO","Dallas, TX",551,2624554,8613622
LEX,DFW,"Lexington, KY","Dallas, TX",785,368193,8613622
ROC,DFW,"Rochester, NY","Dallas, TX",1266,1025470,8613622
ESF,DFW,"Alexandria, LA","Dallas, TX",297,143653,8613622
PIT,DFW,"Pittsburgh, PA","Dallas, TX",1068,2471125,8613622
BTV,DFW,"Burlington, VT","Dallas, TX",1510,186192,8613622
LRU,DAL,"Las Cruces, NM","Dallas, TX",589,156070,8613622
DSM,DFW,"Des Moines, IA","Dallas, TX",624,441722,8613622
HSV,DFW,"Huntsville, AL","Dallas, TX",603,327512,8613622
CVG,DFW,"Cincinnati, OH","Dallas, TX",812,1922360,8613622
BHM,DFW,"Birmingham, AL","Dallas, TX",597,1001119,8613622
GSO,DFW,"Greensboro, NC","Dallas, TX",999,568423,8613622
FSM,DFW,"Fort Smith, AR","Dallas, TX",227,245103,8613622
SMF,DFW,"Sacramento, CA","Dallas, TX",1431,1609032,8613622
SMF,DAL,"Sacramento, CA","Dallas, TX",1442,1609032,8613622
LAS,DFW,"Las Vegas, NV","Dallas, TX",1055,938611,8613622
TYS,DFW,"Knoxville, TN","Dallas, TX",772,575840,8613622
LAS,AFW,"Las Vegas, NV","Dallas, TX",0,938611,8613622
LFT,DFW,"Lafayette, LA","Dallas, TX",351,222067,8613622
LAS,DAL,"Las Vegas, NV","Dallas, TX",1067,938611,8613622
JFK,DFW,"New York, NY","Dallas, TX",1391,34144436,8613622
LGA,DFW,"New York, NY","Dallas, TX",1389,34144436,8613622
PDX,DFW,"Portland, OR","Dallas, TX",1616,1686298,8613622
SAV,DFW,"Savannah, GA","Dallas, TX",925,275637,8613622
RIC,DFW,"Richmond, VA","Dallas, TX",1158,1003460,8613622
PWM,DFW,"Portland, ME","Dallas, TX",1622,448704,8613622
ANC,DFW,"Anchorage, AK","Dallas, TX",3042,299463,8613622
SJC,DFW,"San Jose, CA","Dallas, TX",1438,1590788,8613622
CLE,DFW,"Cleveland, OH","Dallas, TX",1021,2130716,8613622
BWI,DFW,"Baltimore, MD","Dallas, TX",1217,2452318,8613622
CLT,DFW,"Charlotte, NC","Dallas, TX",937,1108977,8613622
GGG,DFW,"Longview, TX","Dallas, TX",140,186900,8613622
GPT,DFW,"Gulfport, MS","Dallas, TX",500,222990,8613622
HNL,DFW,"Honolulu, HI","Dallas, TX",3784,869959,8613622
BDL,DFW,"Hartford, CT","Dallas, TX",1471,1113181,8613622
BPT,DFW,"Beaumont, TX","Dallas, TX",270,373526,8613622
AMA,DAL,"Amarillo, TX","Dallas, TX",324,206315,8613622
AMA,DFW,"Amarillo, TX","Dallas, TX",313,206315,8613622
PHX,DFW,"Phoenix, AZ","Dallas, TX",868,2549507,8613622
ICT,DFW,"Wichita, KS","Dallas, TX",328,542297,8613622
SEA,DFW,"Seattle, WA","Dallas, TX",1660,5485752,8613622
BPT,DAL,"Beaumont, TX","Dallas, TX",260,373526,8613622
RDU,DFW,"Raleigh, NC","Dallas, TX",1062,625446,8613622
CMH,DFW,"Columbus, OH","Dallas, TX",927,1484995,8613622
BIL,DFW,"Billings, MT","Dallas, TX",1080,131582,8613622
PHX,DAL,"Phoenix, AZ","Dallas, TX",879,2549507,8613622
ILE,DFW,"Killeen, TX","Dallas, TX",130,303328,8613622
MEM,DFW,"Memphis, TN","Dallas, TX",432,1114203,8613622
MAF,DAL,"Midland, TX","Dallas, TX",319,113252,8613622
MAF,DFW,"Midland, TX","Dallas, TX",309,113252,8613622
JAN,DFW,"Jackson, MS","Dallas, TX",408,464195,8613622
MCO,DFW,"Orlando, FL","Dallas, TX",984,1363774,8613622
OAK,DFW,"Oakland, CA","Dallas, TX",1456,3833198,8613622
JAC,DFW,"Jackson, WY","Dallas, TX",1046,17492,8613622
LBB,DAL,"Lubbock, TX","Dallas, TX",293,236938,8613622
LBB,DFW,"Lubbock, TX","Dallas, TX",282,236938,8613622
ORD,DFW,"Chicago, IL","Dallas, TX",802,17018756,8613622
ABI,DFW,"Abilene, TX","Dallas, TX",158,151213,8613622
ATL,DFW,"Atlanta, GA","Dallas, TX",732,3444861,8613622
MDW,DFW,"Chicago, IL","Dallas, TX",797,17018756,8613622
DTW,DFW,"Detroit, MI","Dallas, TX",987,8761684,8613622
ELP,DFW,"El Paso, TX","Dallas, TX",551,657866,8613622
ELP,DAL,"El Paso, TX","Dallas, TX",562,657866,8613622
DTW,DAL,"Detroit, MI","Dallas, TX",982,8761684,8613622
DRO,DFW,"Durango, CO","Dallas, TX",674,36988,8613622
HOU,DFW,"Houston, TX","Dallas, TX",247,4127013,8613622
IAH,DAL,"Houston, TX","Dallas, TX",217,4127013,8613622
IAH,DFW,"Houston, TX","Dallas, TX",224,4127013,8613622
HOU,DAL,"Houston, TX","Dallas, TX",239,4127013,8613622
PHL,DFW,"Philadelphia, PA","Dallas, TX",1302,10988706,8613622
OKC,DAL,"Oklahoma City, OK","Dallas, TX",181,1017943,8613622
OKC,DFW,"Oklahoma City, OK","Dallas, TX",175,1017943,8613622
JAX,DFW,"Jacksonville, FL","Dallas, TX",919,989375,8613622
CRP,DFW,"Corpus Christi, TX","Dallas, TX",354,394649,8613622
SLC,DFW,"Salt Lake City, UT","Dallas, TX",988,852741,8613622
SFO,DFW,"San Francisco, CA","Dallas, TX",1464,7666396,8613622
LCH,DFW,"Lake Charles, LA","Dallas, TX",295,182553,8613622
SPS,DFW,"Wichita Falls, TX","Dallas, TX",113,141686,8613622
CRP,DAL,"Corpus Christi, TX","Dallas, TX",352,394649,8613622
COS,DFW,"Colorado Springs, CO","Dallas, TX",592,469349,8613622
CLL,DFW,"College Station, TX","Dallas, TX",164,160451,8613622
PBI,DAL,"West Palm Beach, FL","Dallas, TX",1091,4373451,8613622
PBI,DFW,"West Palm Beach, FL","Dallas, TX",1103,4373451,8613622
FLL,DFW,"Fort Lauderdale, FL","Dallas, TX",1119,4373451,8613622
TUL,DFW,"Tulsa, OK","Dallas, TX",237,794748,8613622
TUL,DAL,"Tulsa, OK","Dallas, TX",237,794748,8613622
RNO,DFW,"Reno, NV","Dallas, TX",1345,285459,8613622
TPA,DFW,"Tampa, FL","Dallas, TX",929,2154044,8613622
BOS,DFW,"Boston, MA","Dallas, TX",1562,8293684,8613622
AUS,DFW,"Austin, TX","Dallas, TX",183,964803,8613622
AUS,DAL,"Austin, TX","Dallas, TX",183,964803,8613622
FAR,DFW,"Fargo, ND","Dallas, TX",967,161744,8613622
OMA,DFW,"Omaha, NE","Dallas, TX",583,709260,8613622
EKO,DFW,"Elko, NV","Dallas, TX",1170,41668,8613622
MIA,DFW,"Miami, FL","Dallas, TX",1121,8746902,8613622
MIA,DAL,"Miami, FL","Dallas, TX",1110,8746902,8613622
TYR,DFW,"Tyler, TX","Dallas, TX",103,159193,8613622
BOS,DAL,"Boston, MA","Dallas, TX",1554,8293684,8613622
ACT,DFW,"Waco, TX","Dallas, TX",89,197326,8613622
BGR,DFW,"Bangor, ME","Dallas, TX",1717,147183,8613622
TUS,DFW,"Tucson, AZ","Dallas, TX",813,734155,8613622
EWR,DFW,"Newark, NJ","Dallas, TX",1372,17072218,8613622
LAW,DFW,"Lawton, OK","Dallas, TX",140,113272,8613622
DAL,DFW,"Dallas, TX","Dallas, TX",12,8613622,8613622
DFW,DFW,"Dallas, TX","Dallas, TX",0,8613622,8613622
AFW,DFW,"Dallas, TX","Dallas, TX",0,8613622,8613622
FAT,DFW,"Fresno, CA","Dallas, TX",1313,727869,8613622
DAY,DFW,"Dayton, OH","Dallas, TX",861,859147,8613622
MLU,DFW,"Monroe, LA","Dallas, TX",293,167160,8613622
LRD,DFW,"Laredo, TX","Dallas, TX",396,162834,8613622
MOB,DFW,"Mobile, AL","Dallas, TX",540,395838,8613622
FYV,DFW,"Fayetteville, AR","Dallas, TX",270,277935,8613622
IND,DFW,"Indianapolis, IN","Dallas, TX",762,1373471,8613622
LIT,DFW,"Little Rock, AR","Dallas, TX",304,559462,8613622
SHV,DFW,"Shreveport, LA","Dallas, TX",190,359580,8613622
SJT,DFW,"San Angelo, TX","Dallas, TX",228,102436,8613622
IAD,DFW,"Washington, DC","Dallas, TX",1172,8673930,8613622
LIT,DAL,"Little Rock, AR","Dallas, TX",296,559462,8613622
DCA,DFW,"Washington, DC","Dallas, TX",1192,8673930,8613622
ABQ,DAL,"Albuquerque, NM","Dallas, TX",580,656887,8613622
ABQ,DFW,"Albuquerque, NM","Dallas, TX",569,656887,8613622
BFL,DFW,"Bakersfield, CA","Dallas, TX",1271,608858,8613622
MCI,DFW,"Kansas City, MO","Dallas, TX",460,1714344,8613622
SBN,DFW,"South Bend, IN","Dallas, TX",846,303927,8613622
MCI,DAL,"Kansas City, MO","Dallas, TX",460,1714344,8613622
BTR,DFW,"Baton Rouge, LA","Dallas, TX",383,654226,8613622
SAT,DFW,"San Antonio, TX","Dallas, TX",247,1521877,8613622
SAT,DAL,"San Antonio, TX","Dallas, TX",248,1521877,8613622
MSY,DFW,"New Orleans, LA","Dallas, TX",448,1286646,8613622
LAX,DFW,"Los Angeles, CA","Dallas, TX",1235,23179000,8613622
MSP,DFW,"Minneapolis, MN","Dallas, TX",852,2690359,8613622
MSY,DAL,"New Orleans, LA","Dallas, TX",437,1286646,8613622
SGF,DFW,"Springfield, MO","Dallas, TX",364,326599,8613622
MSP,DFW,"Minneapolis, MN","Dallas, TX",852,2725644,8787062
LAX,DFW,"Los Angeles, CA","Dallas, TX",1235,23203726,8787062
SAT,DAL,"San Antonio, TX","Dallas, TX",248,1555636,8787062
SAT,DFW,"San Antonio, TX","Dallas, TX",247,1555636,8787062
MSY,DFW,"New Orleans, LA","Dallas, TX",448,1289805,8787062
MSY,DAL,"New Orleans, LA","Dallas, TX",437,1289805,8787062
MSY,AFW,"New Orleans, LA","Dallas, TX",465,1289805,8787062
SGF,DFW,"Springfield, MO","Dallas, TX",364,333003,8787062
FYV,DFW,"Fayetteville, AR","Dallas, TX",270,289439,8787062
IND,DFW,"Indianapolis, IN","Dallas, TX",762,1389955,8787062
FYV,DAL,"Fayetteville, AR","Dallas, TX",266,289439,8787062
BTR,DFW,"Baton Rouge, LA","Dallas, TX",383,658598,8787062
LIT,DAL,"Little Rock, AR","Dallas, TX",296,564592,8787062
SHV,DFW,"Shreveport, LA","Dallas, TX",190,361143,8787062
IAD,DFW,"Washington, DC","Dallas, TX",1172,8757652,8787062
DCA,DFW,"Washington, DC","Dallas, TX",1192,8757652,8787062
ABQ,DFW,"Albuquerque, NM","Dallas, TX",569,671859,8787062
MCI,DFW,"Kansas City, MO","Dallas, TX",460,1730648,8787062
MCI,DAL,"Kansas City, MO","Dallas, TX",460,1730648,8787062
SJT,DFW,"San Angelo, TX","Dallas, TX",228,102720,8787062
ABQ,DAL,"Albuquerque, NM","Dallas, TX",580,671859,8787062
LIT,DFW,"Little Rock, AR","Dallas, TX",304,564592,8787062
BRO,DFW,"Brownsville, TX","Dallas, TX",482,304459,8787062
BFL,DFW,"Bakersfield, CA","Dallas, TX",1271,612897,8787062
GTF,DFW,"Great Falls, MT","Dallas, TX",1256,80819,8787062
JAN,DFW,"Jackson, MS","Dallas, TX",408,468631,8787062
MEM,DFW,"Memphis, TN","Dallas, TX",432,1126769,8787062
ILE,DFW,"Killeen, TX","Dallas, TX",130,307544,8787062
MAF,DFW,"Midland, TX","Dallas, TX",309,114137,8787062
MCO,DFW,"Orlando, FL","Dallas, TX",984,1389986,8787062
MCO,AFW,"Orlando, FL","Dallas, TX",1001,1389986,8787062
MAF,DAL,"Midland, TX","Dallas, TX",319,114137,8787062
JAC,DFW,"Jackson, WY","Dallas, TX",1046,18168,8787062
OAK,DFW,"Oakland, CA","Dallas, TX",1456,3852112,8787062
LBB,DAL,"Lubbock, TX","Dallas, TX",293,238316,8787062
LBB,DFW,"Lubbock, TX","Dallas, TX",282,238316,8787062
HNL,DFW,"Honolulu, HI","Dallas, TX",3784,871369,8787062
BDL,DFW,"Hartford, CT","Dallas, TX",1471,1108575,8787062
GGG,DFW,"Longview, TX","Dallas, TX",140,189487,8787062
GPT,DFW,"Gulfport, MS","Dallas, TX",500,225681,8787062
MEI,DFW,"Meridian, MS","Dallas, TX",485,105103,8787062
ICT,DFW,"Wichita, KS","Dallas, TX",328,546549,8787062
BPT,DFW,"Beaumont, TX","Dallas, TX",270,374916,8787062
AMA,DFW,"Amarillo, TX","Dallas, TX",313,211781,8787062
SEA,DFW,"Seattle, WA","Dallas, TX",1660,5551884,8787062
CMH,DFW,"Columbus, OH","Dallas, TX",927,1499793,8787062
AMA,DAL,"Amarillo, TX","Dallas, TX",324,211781,8787062
PHX,DFW,"Phoenix, AZ","Dallas, TX",868,2661324,8787062
RDU,DFW,"Raleigh, NC","Dallas, TX",1062,650034,8787062
PHX,DAL,"Phoenix, AZ","Dallas, TX",879,2661324,8787062
GTR,DFW,"Columbus, MS","Dallas, TX",491,60688,8787062
SMF,DFW,"Sacramento, CA","Dallas, TX",1431,1629941,8787062
STL,DFW,"St. Louis, MO","Dallas, TX",551,2634959,8787062
BNA,DFW,"Nashville, TN","Dallas, TX",631,1161336,8787062
PNS,DFW,"Pensacola, FL","Dallas, TX",604,375684,8787062
